activity,country,legal_status,notes,topic
bring alcohol into a country,Thailand,legal,Estimated legal status based on general regulations. Verify locally.,travel
bring food into a country,Thailand,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing cash into a country,Thailand,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing duty free goods,Thailand,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing electronics into a country,Thailand,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing medication into a country,Thailand,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing tobacco into a country,Thailand,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing weapons in luggage,Thailand,illegal,Estimated legal status based on general regulations. Verify locally.,travel
carrying prescription drugs,Thailand,legal,Estimated legal status based on general regulations. Verify locally.,travel
declaring goods at customs,Thailand,legal,Estimated legal status based on general regulations. Verify locally.,travel
