activity,country,legal_status,notes,topic
bring alcohol into a country,Latvia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bring food into a country,Latvia,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing cash into a country,Latvia,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing duty free goods,Latvia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing electronics into a country,Latvia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing medication into a country,Latvia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing tobacco into a country,Latvia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing weapons in luggage,Latvia,illegal,Estimated legal status based on general regulations. Verify locally.,travel
carrying prescription drugs,Latvia,legal,Estimated legal status based on general regulations. Verify locally.,travel
declaring goods at customs,Latvia,legal,Estimated legal status based on general regulations. Verify locally.,travel
