activity,country,legal_status,notes,topic
bring alcohol into a country,Cambodia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bring food into a country,Cambodia,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing cash into a country,Cambodia,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing duty free goods,Cambodia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing electronics into a country,Cambodia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing medication into a country,Cambodia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing tobacco into a country,Cambodia,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing weapons in luggage,Cambodia,illegal,Estimated legal status based on general regulations. Verify locally.,travel
carrying prescription drugs,Cambodia,legal,Estimated legal status based on general regulations. Verify locally.,travel
declaring goods at customs,Cambodia,legal,Estimated legal status based on general regulations. Verify locally.,travel
