activity,country,legal_status,notes,topic
bring alcohol into a country,Spain,legal,Estimated legal status based on general regulations. Verify locally.,travel
bring food into a country,Spain,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing cash into a country,Spain,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing duty free goods,Spain,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing electronics into a country,Spain,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing medication into a country,Spain,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing tobacco into a country,Spain,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing weapons in luggage,Spain,illegal,Estimated legal status based on general regulations. Verify locally.,travel
carrying prescription drugs,Spain,legal,Estimated legal status based on general regulations. Verify locally.,travel
declaring goods at customs,Spain,legal,Estimated legal status based on general regulations. Verify locally.,travel
