activity,country,legal_status,notes,topic
bring alcohol into a country,Portugal,legal,Estimated legal status based on general regulations. Verify locally.,travel
bring food into a country,Portugal,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing cash into a country,Portugal,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing duty free goods,Portugal,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing electronics into a country,Portugal,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing medication into a country,Portugal,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing tobacco into a country,Portugal,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing weapons in luggage,Portugal,illegal,Estimated legal status based on general regulations. Verify locally.,travel
carrying prescription drugs,Portugal,legal,Estimated legal status based on general regulations. Verify locally.,travel
declaring goods at customs,Portugal,legal,Estimated legal status based on general regulations. Verify locally.,travel
