activity,country,legal_status,notes,topic
bring alcohol into a country,Oman,legal,Estimated legal status based on general regulations. Verify locally.,travel
bring food into a country,Oman,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing cash into a country,Oman,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing duty free goods,Oman,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing electronics into a country,Oman,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing medication into a country,Oman,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing tobacco into a country,Oman,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing weapons in luggage,Oman,illegal,Estimated legal status based on general regulations. Verify locally.,travel
carrying prescription drugs,Oman,legal,Estimated legal status based on general regulations. Verify locally.,travel
declaring goods at customs,Oman,legal,Estimated legal status based on general regulations. Verify locally.,travel
