activity,country,legal_status,notes,topic
bring alcohol into a country,Philippines,legal,Estimated legal status based on general regulations. Verify locally.,travel
bring food into a country,Philippines,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing cash into a country,Philippines,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing duty free goods,Philippines,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing electronics into a country,Philippines,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing medication into a country,Philippines,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing tobacco into a country,Philippines,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing weapons in luggage,Philippines,illegal,Estimated legal status based on general regulations. Verify locally.,travel
carrying prescription drugs,Philippines,legal,Estimated legal status based on general regulations. Verify locally.,travel
declaring goods at customs,Philippines,legal,Estimated legal status based on general regulations. Verify locally.,travel
