activity,country,legal_status,notes,topic
bring alcohol into a country,Cuba,legal,Estimated legal status based on general regulations. Verify locally.,travel
bring food into a country,Cuba,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing cash into a country,Cuba,restricted,Estimated legal status based on general regulations. Verify locally.,travel
bringing duty free goods,Cuba,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing electronics into a country,Cuba,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing medication into a country,Cuba,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing tobacco into a country,Cuba,legal,Estimated legal status based on general regulations. Verify locally.,travel
bringing weapons in luggage,Cuba,illegal,Estimated legal status based on general regulations. Verify locally.,travel
carrying prescription drugs,Cuba,legal,Estimated legal status based on general regulations. Verify locally.,travel
declaring goods at customs,Cuba,legal,Estimated legal status based on general regulations. Verify locally.,travel
