activity,country,legal_status,notes,topic
filming police officers,Tunisia,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
installing home cctv,Tunisia,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
monitoring staff,Tunisia,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording conversations,Tunisia,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording people in public,Tunisia,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording phone calls,Tunisia,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
tracking a person or vehicle,Tunisia,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using camera drones,Tunisia,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using cctv in business,Tunisia,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
using hidden cameras,Tunisia,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
