activity,country,legal_status,notes,topic
filming police officers,Moldova,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
installing home cctv,Moldova,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
monitoring staff,Moldova,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording conversations,Moldova,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording people in public,Moldova,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording phone calls,Moldova,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
tracking a person or vehicle,Moldova,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using camera drones,Moldova,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using cctv in business,Moldova,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
using hidden cameras,Moldova,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
