activity,country,legal_status,notes,topic
filming police officers,Norway,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
installing home cctv,Norway,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
monitoring staff,Norway,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording conversations,Norway,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording people in public,Norway,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording phone calls,Norway,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
tracking a person or vehicle,Norway,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using camera drones,Norway,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using cctv in business,Norway,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
using hidden cameras,Norway,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
