activity,country,legal_status,notes,topic
filming police officers,Uzbekistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
installing home cctv,Uzbekistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
monitoring staff,Uzbekistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording conversations,Uzbekistan,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording people in public,Uzbekistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording phone calls,Uzbekistan,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
tracking a person or vehicle,Uzbekistan,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using camera drones,Uzbekistan,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using cctv in business,Uzbekistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
using hidden cameras,Uzbekistan,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
