activity,country,legal_status,notes,topic
filming police officers,Pakistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
installing home cctv,Pakistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
monitoring staff,Pakistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording conversations,Pakistan,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording people in public,Pakistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording phone calls,Pakistan,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
tracking a person or vehicle,Pakistan,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using camera drones,Pakistan,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using cctv in business,Pakistan,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
using hidden cameras,Pakistan,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
