activity,country,legal_status,notes,topic
filming police officers,Romania,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
installing home cctv,Romania,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
monitoring staff,Romania,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording conversations,Romania,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording people in public,Romania,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording phone calls,Romania,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
tracking a person or vehicle,Romania,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using camera drones,Romania,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using cctv in business,Romania,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
using hidden cameras,Romania,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
