activity,country,legal_status,notes,topic
filming police officers,Turkey,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
installing home cctv,Turkey,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
monitoring staff,Turkey,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording conversations,Turkey,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording people in public,Turkey,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
recording phone calls,Turkey,illegal,Estimated legal status based on general regulations. Verify locally.,surveillance
tracking a person or vehicle,Turkey,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using camera drones,Turkey,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
using cctv in business,Turkey,legal,Estimated legal status based on general regulations. Verify locally.,surveillance
using hidden cameras,Turkey,restricted,Estimated legal status based on general regulations. Verify locally.,surveillance
