activity,country,legal_status,notes,topic
filming police officers,United States,legal,Recording police in public is generally legal in the United States as long as you do not interfere with their duties. This protection is strongest in public spaces and during lawful observation.,surveillance
installing home cctv,United States,legal,"Home CCTV is generally legal in the United States, especially when it is used to monitor your own property. Problems usually arise when cameras record places where people reasonably expect privacy.",surveillance
monitoring staff,United States,legal,"Employee monitoring is generally legal in the United States when it serves a legitimate business purpose. It becomes more sensitive when it is hidden, excessive, or used in private spaces.",surveillance
recording conversations,United States,restricted,"Audio recording laws in the United States vary by state. Some states allow one-party consent, while others require all or nearly all parties to consent.",surveillance
recording people in public,United States,legal,"Recording video in public is generally legal in the United States. The main limits usually involve harassment, stalking, trespass, or filming where privacy is reasonably expected.",surveillance
recording phone calls,United States,restricted,"Recording phone calls is legal in some parts of the United States with one-party consent, but other states require everyone on the call to agree. The law can become more complicated when calls cross state lines.",surveillance
tracking a person or vehicle,United States,restricted,"GPS tracking in the United States can be lawful in limited situations, but tracking another person without permission often creates legal risk. The relationship to the vehicle or device matters a lot.",surveillance
using camera drones,United States,restricted,"Using a camera drone is legal in much of the United States, but privacy, airspace, and local use restrictions all matter. Flying legally does not automatically mean surveillance is lawful in every setting.",surveillance
using cctv in business,United States,legal,"Business CCTV is generally legal in the United States for security, theft prevention, and safety. Employers still need to avoid recording in places where staff or customers expect privacy.",surveillance
using hidden cameras,United States,restricted,"Hidden cameras can be legal in some situations in the United States, but they become risky or illegal when they record people in private spaces. State law and the location of the recording matter a lot.",surveillance
