activity,country,legal_status,notes,topic
carry a baton,Tunisia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Tunisia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Tunisia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Tunisia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Tunisia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Tunisia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Tunisia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Tunisia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Tunisia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Tunisia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
