activity,country,legal_status,notes,topic
carry a baton,South Korea,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,South Korea,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,South Korea,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,South Korea,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,South Korea,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,South Korea,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,South Korea,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,South Korea,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,South Korea,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,South Korea,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
