activity,country,legal_status,notes,topic
carry a baton,Vietnam,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Vietnam,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Vietnam,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Vietnam,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Vietnam,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Vietnam,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Vietnam,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Vietnam,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Vietnam,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Vietnam,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
