activity,country,legal_status,notes,topic
carry a baton,Malaysia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Malaysia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Malaysia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Malaysia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Malaysia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Malaysia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Malaysia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Malaysia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Malaysia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Malaysia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
