activity,country,legal_status,notes,topic
carry a baton,Hong Kong,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Hong Kong,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Hong Kong,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Hong Kong,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Hong Kong,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Hong Kong,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Hong Kong,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Hong Kong,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Hong Kong,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Hong Kong,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
