activity,country,legal_status,notes,topic
carry a baton,New Zealand,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,New Zealand,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,New Zealand,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,New Zealand,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,New Zealand,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,New Zealand,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,New Zealand,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,New Zealand,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,New Zealand,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,New Zealand,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
