activity,country,legal_status,notes,topic
carry a baton,Argentina,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Argentina,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Argentina,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Argentina,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Argentina,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Argentina,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Argentina,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Argentina,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Argentina,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Argentina,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
