activity,country,legal_status,notes,topic
carry a baton,Cambodia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Cambodia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Cambodia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Cambodia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Cambodia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Cambodia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Cambodia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Cambodia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Cambodia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Cambodia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
