activity,country,legal_status,notes,topic
carry a baton,Peru,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Peru,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Peru,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Peru,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Peru,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Peru,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Peru,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Peru,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Peru,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Peru,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
