activity,country,legal_status,notes,topic
carry a baton,Sri Lanka,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Sri Lanka,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Sri Lanka,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Sri Lanka,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Sri Lanka,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Sri Lanka,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Sri Lanka,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Sri Lanka,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Sri Lanka,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Sri Lanka,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
