activity,country,legal_status,notes,topic
carry a baton,Paraguay,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Paraguay,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Paraguay,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Paraguay,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Paraguay,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Paraguay,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Paraguay,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Paraguay,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Paraguay,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Paraguay,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
