activity,country,legal_status,notes,topic
carry a baton,Sweden,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Sweden,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Sweden,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Sweden,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Sweden,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Sweden,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Sweden,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Sweden,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Sweden,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Sweden,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
