activity,country,legal_status,notes,topic
carry a baton,Lithuania,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Lithuania,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Lithuania,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Lithuania,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Lithuania,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Lithuania,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Lithuania,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Lithuania,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Lithuania,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Lithuania,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
