activity,country,legal_status,notes,topic
carry a baton,Mexico,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Mexico,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Mexico,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Mexico,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Mexico,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Mexico,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Mexico,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Mexico,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Mexico,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Mexico,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
