activity,country,legal_status,notes,topic
carry a baton,Ireland,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Ireland,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Ireland,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Ireland,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Ireland,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Ireland,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Ireland,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Ireland,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Ireland,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Ireland,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
