activity,country,legal_status,notes,topic
carry a baton,Kazakhstan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Kazakhstan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Kazakhstan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Kazakhstan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Kazakhstan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Kazakhstan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Kazakhstan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Kazakhstan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Kazakhstan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Kazakhstan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
