activity,country,legal_status,notes,topic
carry a baton,Indonesia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Indonesia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Indonesia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Indonesia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Indonesia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Indonesia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Indonesia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Indonesia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Indonesia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Indonesia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
