activity,country,legal_status,notes,topic
carry a baton,Italy,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Italy,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Italy,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Italy,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Italy,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Italy,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Italy,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Italy,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Italy,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Italy,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
