activity,country,legal_status,notes,topic
carry a baton,Denmark,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Denmark,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Denmark,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Denmark,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Denmark,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Denmark,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Denmark,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Denmark,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Denmark,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Denmark,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
