activity,country,legal_status,notes,topic
carry a baton,Taiwan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Taiwan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Taiwan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Taiwan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Taiwan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Taiwan,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Taiwan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Taiwan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Taiwan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Taiwan,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
