activity,country,legal_status,notes,topic
carry a baton,Suriname,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Suriname,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Suriname,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Suriname,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Suriname,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Suriname,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Suriname,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Suriname,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Suriname,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Suriname,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
