activity,country,legal_status,notes,topic
carry a baton,Estonia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a kubotan,Estonia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a self-defence keychain,Estonia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a sword in public,Estonia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry a taser,Estonia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
carry pepper spray,Estonia,restricted,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
own a switchblade,Estonia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a butterfly knife,Estonia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess a stun gun,Estonia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
possess brass knuckles,Estonia,illegal,Estimated legal status based on general regulations. Verify locally.,self-defence-weapons
